PRODUCT_NUMBER,CUSTOMER_NUMBER,TRANSACTION_DATE,PRODUCT_PRICE,GROSS_SALES,REGION,WAREHOUSE,CUSTOMER_ZIP,CUSTOMER_SEGMENT1,CUSTOMER_SEGMENT2,CUSTOMER_TYPE1,CUSTOMER_TYPE2,CUSTOMER_MANAGED_LEVEL,CUSTOMER_ACCOUNT_TYPE,CUSTOMER_FIRST_ORDER_DATE,PRODUCT_CLASS_ID1,PRODUCT_CLASS_ID2,PRODUCT_CLASS_ID3,PRODUCT_CLASS_ID4,BRAND,PRODUCT_ATTRIBUTE_X,PRODUCT_SALES_UNIT,SHIPPING_WEIGHT,TOTAL_BOXES_SOLD,PRODUCT_COST1,PRODUCT_UNIT_OF_MEASURE,ORDER_SOURCE,PRICE_METHOD,SPECIAL_PART
10283064,103,2015-02-20 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-04-14 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-01-27 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-01-30 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2014-12-30 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-05-12 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-04-03 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-03-03 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-02-17 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-03-06 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-05-01 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,103,2015-04-07 00:00:00.0000000,15.41,30.82,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,4,No
10283064,71,2015-06-25 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-07-06 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-06-22 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,1,No
10283064,71,2015-07-09 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-07-16 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-07-27 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-08-03 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,71,2015-07-30 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,4,No
10283064,37,2015-01-08 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-02-12 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-01-29 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,37,2015-01-15 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-02-05 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2014-11-20 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2014-11-28 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2014-12-31 00:00:00.0000000,16.8,16.8,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,103,2014-11-21 00:00:00.0000000,15.8,15.8,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-12-12 00:00:00.0000000,15.8,15.8,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-03-27 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-01-06 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-02-06 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-05-05 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-11-18 00:00:00.0000000,15.8,15.8,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-05-08 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-03-13 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,23,2014-11-10 00:00:00.0000000,14.69,73.45,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,22.3,5.0,72.0,B,A,4,No
10283064,103,2015-03-20 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-03-24 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-02-10 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-12-09 00:00:00.0000000,15.8,15.8,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2015-01-20 00:00:00.0000000,15.41,15.41,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-12-05 00:00:00.0000000,15.8,15.8,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,89,2014-12-08 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,89,2014-09-04 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,108,2015-06-11 00:00:00.0000000,15.44,15.44,1,1,63,A,1,1,B,L,ST,2012-11-14 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,89,2014-12-26 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,18,2015-06-16 00:00:00.0000000,15.44,15.44,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,18,2015-06-18 00:00:00.0000000,15.44,15.44,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,89,2014-09-08 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,108,2015-05-28 00:00:00.0000000,15.44,15.44,1,1,63,A,1,1,B,L,ST,2012-11-14 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,89,2015-01-05 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,89,2014-09-18 00:00:00.0000000,15.44,15.44,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,32,2014-04-11 00:00:00.0000000,14.64,14.64,1,1,9,A,1,1,A,L,ST,2006-06-08 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.55,B,A,4,No
10283064,37,2015-06-18 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-05-21 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-05-14 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-03-19 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-06-11 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,37,2015-04-02 00:00:00.0000000,17.15,17.15,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-06-06 00:00:00.0000000,14.93,29.86,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.76,B,A,4,No
10283064,103,2014-05-27 00:00:00.0000000,14.93,29.86,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.76,B,A,4,No
10283064,103,2014-06-13 00:00:00.0000000,14.93,29.86,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.76,B,A,4,No
10283064,18,2015-01-06 00:00:00.0000000,14.99,29.98,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,18,2014-12-23 00:00:00.0000000,14.99,29.98,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,71,2014-10-27 00:00:00.0000000,14.42,28.84,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,1,No
10283064,89,2015-03-23 00:00:00.0000000,15.61,15.61,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,89,2015-05-07 00:00:00.0000000,15.61,15.61,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,89,2015-04-16 00:00:00.0000000,15.61,15.61,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,89,2015-05-28 00:00:00.0000000,15.61,15.61,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,89,2015-03-12 00:00:00.0000000,15.61,15.61,1,1,53,A,1,1,B,L,ST,2001-03-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,108,2015-07-30 00:00:00.0000000,15.36,15.36,1,1,63,A,1,1,B,L,ST,2012-11-14 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.98,B,A,1,No
10283064,23,2014-08-25 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2015-02-09 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2015-02-02 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-12-29 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-12-08 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-09-08 00:00:00.0000000,15.75,31.5,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,1,2014-10-16 00:00:00.0000000,15.53,15.53,1,1,19,A,1,1,B,L,ST,2002-03-05 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,5,No
10283064,71,2014-11-24 00:00:00.0000000,14.42,14.42,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,71,2015-06-08 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,71,2015-05-21 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,71,2015-06-15 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,71,2014-12-22 00:00:00.0000000,14.42,14.42,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,1,2015-01-15 00:00:00.0000000,15.01,30.02,1,1,19,A,1,1,B,L,ST,2002-03-05 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,1,No
10283064,71,2015-06-18 00:00:00.0000000,14.52,14.52,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,71,2014-12-26 00:00:00.0000000,14.42,14.42,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,71,2014-11-20 00:00:00.0000000,14.42,14.42,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,1,No
10283064,71,2014-05-15 00:00:00.0000000,15.8,31.6,1,1,52,A,1,1,B,L,ST,2002-10-28 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.1,B,A,4,No
10283064,1,2015-02-19 00:00:00.0000000,15.31,30.62,1,1,19,A,1,1,B,L,ST,2002-03-05 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-09-29 00:00:00.0000000,15.44,30.88,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-10-13 00:00:00.0000000,15.44,30.88,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,23,2014-07-28 00:00:00.0000000,15.44,30.88,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,A,1,No
10283064,23,2014-10-07 00:00:00.0000000,15.44,30.88,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,103,2014-07-01 00:00:00.0000000,14.53,14.53,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.88,B,A,4,No
10283064,103,2014-07-29 00:00:00.0000000,14.53,14.53,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,14.4,B,A,4,No
10283064,103,2014-07-11 00:00:00.0000000,14.53,29.06,1,1,75,A,1,1,B,L,ST,2003-07-10 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.76,B,A,4,No
10283064,37,2014-03-20 00:00:00.0000000,14.5,14.5,1,1,84,A,1,1,B,L,ST,2008-05-02 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,4.46,1.0,13.54,B,A,1,No
10283064,23,2015-06-22 00:00:00.0000000,16.11,32.22,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.96,B,B,4,No
10283064,23,2015-07-20 00:00:00.0000000,16.11,32.22,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.96,B,B,4,No
10283064,23,2015-07-06 00:00:00.0000000,16.11,32.22,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.96,B,B,4,No
10283064,18,2015-06-04 00:00:00.0000000,15.29,30.58,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,18,2015-04-28 00:00:00.0000000,15.29,30.58,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,18,2015-07-23 00:00:00.0000000,15.21,30.42,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.96,B,B,4,No
10283064,18,2015-04-07 00:00:00.0000000,15.29,30.58,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,28.8,B,B,4,No
10283064,18,2015-06-23 00:00:00.0000000,15.21,30.42,1,1,15,A,1,1,B,L,ST,1990-10-19 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,8.92,2.0,27.96,B,B,4,No
10283064,23,2015-04-06 00:00:00.0000000,16.07,48.21,1,1,89,A,1,1,B,L,ST,2011-10-11 00:00:00.0000000,12,24,195,2290,IN_HOUSE,365.0,N,13.38,3.0,43.2,B,A,4,No
